Class,Time,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col99,Amount
0,56380.0,-0.8414218825645541,0.598577917762995,2.36115624797606,0.3842376483896989,0.2778285388836289,1.1563541302628202,0.301689767429169,0.445349277638343,0.659755831023363,-1.19893183031384,-2.11887316810538,0.235028857772093,-0.509259307372984,-0.8930764463391321,-2.19802424224348,-0.741267742659934,0.267568876804945,-0.9550404961539252,0.0008628497022536,-0.185093221930032,-0.423218812382549,-0.85044172056646,-0.314742028394836,-0.777681353119919,0.5428247594810129,-0.540973853609434,0.104113007455508,0.0602546630464727,99,10.71
0,37850.0,-1.91265978978684,0.831913290553298,-0.378202433682995,-1.5787661552224197,-0.3995665000903629,-1.4701044383329298,-0.0049758658103752,0.5104505850534029,0.960838298767901,-1.25663523946294,-0.26309250828267,1.30694346671279,0.245789484697061,0.518192668420822,0.178098056429594,-1.0734674811878,0.507173431174925,-0.8417044682955709,-0.384980928117114,-0.5092381608678309,0.188816604566865,0.4738613542320939,-0.274040654561682,0.448746142097007,0.309260630117471,-0.797841436481303,-0.6199950459257131,-0.0568416685218513,99,9.64
0,76219.0,0.4985721079602701,1.89248767339708,-2.62201722760399,1.33023574598549,1.30909867156508,-0.909898532321623,0.542918329823539,0.324460726276247,-0.800341174669461,-1.26830024922056,1.34167992350402,0.1735834053170719,0.667147378208207,-3.2170025568308995,0.355274136408789,1.46604597755249,2.27961714374255,2.3480601547958,0.305964790874456,0.0926335559528223,-0.1185443305410989,-0.224654049960841,-0.0114759079051139,-1.16732067050859,-0.285168096855846,-0.346177747675195,0.128701380198225,-0.0672496917239965,99,8.99
0,80097.0,1.37093066923354,-0.661252807481339,0.0967541964339078,-1.7960536019385298,-0.660769516312994,-0.242592244349436,-0.53615774151571,-0.0923356612088431,0.102357477133748,-0.247111906673506,-0.687688618809388,0.7186652244489621,1.48558950776527,-0.0809360826002934,1.8751696894286696,-1.92747865642854,-0.128699958524124,0.9893094890363658,-0.283033232150214,-0.416703969415766,-0.542632501447209,-0.96085472278016,0.0462567516369307,-0.80973991407541,0.367593551730042,-0.818218848211139,0.106817270359873,0.0308747248791597,99,24.0
0,54331.0,-0.1911339855518649,1.11518546908662,0.6430830764945611,2.9692455075388096,0.8215480098425129,-0.7282098055372921,0.8899894991952099,-0.334860318328552,-1.68478893343681,1.03309510366063,-0.437158231105917,0.163064171505445,1.1915358621848402,0.299153699894154,0.6457492256150439,-0.457247088016492,-0.0176491424909903,-0.2465603661935439,0.819910113979581,0.0544147537678125,0.1960953256594479,0.730002719301288,0.3203208330743689,0.4306381542871529,-0.981230886143808,0.0755265973981886,0.153634024423798,0.230645197337182,99,1.18
0,68905.0,0.358699117448055,0.228696616809523,0.3124779712546889,0.0288839895604997,-0.5726282742145861,-0.328294968069276,-0.745007121714999,-1.7046177685128605,-1.21217315736485,0.945576977514042,-0.4480174394760239,-0.606874321423334,-1.0375696386301998,0.79785484353265,1.3659609556286498,-2.03703559145658,0.778754212815974,0.3197807283046829,-0.221829745507137,-0.8333729755294499,0.837525836625749,-2.13128223657871,-0.0091507030380094,0.0080067442361942,-0.316098321334526,0.252427766089188,0.285734604064007,0.280674580584668,99,44.9
0,80577.0,-1.05027841289531,0.446146453559841,1.44083544030393,-0.50831493197822,0.7967346115054891,-0.58029918016982,0.493717389703041,0.057740515766869,-0.0839972726168753,-0.1925877040054369,1.37760894080977,-0.341073449064964,-1.92725828897205,-0.0893804296906527,0.247417245218683,0.533913454540814,-0.245529359663679,0.0290334651061015,-0.8208097245575121,-0.1104331273761509,-0.22761718930201,-0.550906478223283,-0.0668783566207339,-0.0770628927245976,-0.522027016248367,-0.0985352458759186,0.0740797916160851,-0.0524155716536439,99,13.99
0,117513.0,1.96684420550857,-0.104826632896594,-1.2640529044122502,0.306137672501464,0.0291969492613163,-0.425087523608292,-0.309231098558717,0.01420559252097,0.549970734366482,-0.3051692421991789,1.26838513230394,0.836400220242185,0.0730982221696608,-1.03734286683112,-0.2280100310418639,0.756957376509153,0.274597673021817,0.6546095024126459,0.0193890781940363,-0.0951379243867003,-0.0295868335859555,-0.0006511262456883,0.230026810101697,0.701497253171802,-0.302470618500352,0.481644083298806,-0.0503925610026886,-0.0292624888617585,99,16.98
0,75558.0,1.20733363699002,0.41527767766948,-0.0882704614710784,1.14091941189555,0.220683495848654,-0.711774081603061,0.5330028390149071,-0.3484364815498539,-0.400189704915567,0.0147575010612239,-0.5780222929212329,0.834330528238157,1.59260253036572,0.145330057112789,0.6105572831171889,0.0389077342340694,-0.639913494338327,-0.330804217042656,-0.172353047942376,0.0479533332670205,-0.0202355119983872,-0.0359882755164704,-0.208492312240548,-0.0759091062385423,0.8244307309125779,-0.320572989796431,0.0034995179148871,0.0223348266898231,99,46.0
0,29949.0,-1.27560499189205,-0.0066083923028232,0.820420326456033,-1.8033844098784,-0.223699840221505,-0.508797492190074,0.288671779498627,-0.920977212458934,-1.4036126336593402,0.55340762251775,0.974632811801573,-0.12078835532761,0.323698463270615,-0.160082033109739,-0.654725635779147,1.46108624867596,-0.325478175388509,-0.713474166452005,0.439046701499075,-0.238898547587466,0.975923749108437,0.669125409051316,0.264245772187767,0.0346225331527496,0.167379565685014,-0.2721028900736369,0.424898228524452,0.0873970546795388,99,84.75
0,85840.0,1.41972349351781,-0.8956749961690821,-0.0423730822086162,-1.30336867146456,-1.15881627091668,-1.27286139838404,-0.312584085353849,-0.461830845946654,-2.3565731767659,1.3934710524238,-0.195798585423591,-0.248056954056092,1.48589410873514,-0.245394205103167,0.186421112344041,-0.700068750487644,0.5943497053030179,-0.683755947831478,0.0035480635423893,-0.138141850991993,-0.4534844762055171,-1.06258415923971,0.0818484068118777,0.356947203917912,0.352113941244207,-0.459951946004051,-0.002192442227461,0.0292903690157169,99,80.0
0,56080.0,-2.19517306181052,1.60437620975742,-0.0577059780440536,-0.119500074866928,0.154798539832655,0.846312416670886,-0.965986988302372,-1.66238101109757,-0.927028452591583,-1.58610577619627,-2.12788845939075,-0.128534385478413,-0.321290304763192,1.18370215558175,0.543681305864496,0.97595366420032,-0.526904283577656,0.167313540283852,-1.1331929719608798,0.194468287375553,-1.1257592641096,0.4392429474334939,-0.245738314641808,-1.36043893598068,0.356887599743046,-0.40084162182794,-0.2584595487897,-0.102732516286761,99,54.0
0,45850.0,1.26172086040046,-0.0875285192930957,0.0371525219027466,-0.3706244438288779,-0.14325665762074,-0.2924176351331179,-0.0957447994222827,-0.0608277409913982,-0.0171407865303216,-0.0539576117586307,0.8050009662155201,0.915380325979573,0.7333625972508371,0.262288385313515,0.462395203199599,0.710438818851303,-0.9102063237154392,0.2140697789147589,0.675144388605375,0.062059232916159,-0.111489470123361,-0.37498062354993,-0.0856431876864627,-0.4501811946744269,0.301112625631599,0.965999667502223,-0.0883099895029159,-0.0080545811075363,99,30.0
